"personefullname","total_orders","avg_orders","total_spending","last_orderdate"
"Daniel Jackson","1","615.41","615.41","4293 days"
"Diana Moreno","1","666.86","666.86","4291 days"
"Diana Munoz","1","620.44","620.44","4285 days"
"Christopher Smith","1","671.80","671.80","4299 days"
"Diana Alonso","1","15.45","15.45","4342 days"
"Daniel Martin","1","612.14","612.14","4274 days"
"Diana Romero","1","1962.45","1962.45","4207 days"
"Daniel Johnson","1","1918.26","1918.26","4190 days"
"Diana Navarro","1","623.75","623.75","4275 days"
"Daniel Williams","1","5.51","5.51","4422 days"
"Diana Gutierrez","1","65.17","65.17","4315 days"
"Daniel Jones","1","87.27","87.27","4391 days"
"Daniel Rodriguez","1","77.34","77.34","4202 days"
"Daniel Brown","1","5.51","5.51","4242 days"
"Diana Torres","1","44.18","44.18","4209 days"
"Christopher Johnson","1","15.45","15.45","4317 days"
"Diana Dominguez","1","15.45","15.45","4489 days"
"Diana Gill","1","75.06","75.06","4309 days"
"Christopher Winston","1","65.17","65.17","4344 days"
"Diana Vazquez","1","14.30","14.30","4247 days"
"Daniel Davis","1","5.51","5.51","4133 days"
"Daniel Miller","1","77.34","77.34","4302 days"
"Christopher Jones","1","1904.98","1904.98","4208 days"
"Diana Serrano","1","77.34","77.34","4455 days"
"Daniel Wilson","1","142.51","142.51","4288 days"
"Jacob Smith","1","142.51","142.51","4331 days"
"Diana Ramos","2","80.64","161.29","4131 days"
"Diana Ramos","2","80.64","161.29","4131 days"
"Jacob Johnson","1","142.51","142.51","4418 days"
"Jacob Williams","1","132.58","132.58","4397 days"
"Diana Carlson","2","33.68","67.36","4393 days"
"Diana Carlson","2","33.68","67.36","4393 days"
"Diana Suarez","1","87.27","87.27","4356 days"
"Orlando Diaz","1","1879.59","1879.59","4198 days"
"Diana Sanz","1","1918.26","1918.26","4215 days"
"Diana Rubio","1","77.34","77.34","4439 days"
"Jacob Brown","1","77.34","77.34","4253 days"
"Jacob Davis","1","87.27","87.27","4364 days"
"Diana Ortega","1","1939.25","1939.25","4205 days"
"Jacob Miller","2","68.76","137.53","4174 days"
"Jacob Miller","2","68.76","137.53","4174 days"
"Joan Martin","2","50.80","101.60","4306 days"
"Joan Martin","2","50.80","101.60","4306 days"
"Jacob Wilson","1","104.40","104.40","4482 days"
"Erika Gomez","1","87.27","87.27","4294 days"
"Erika Ruiz","1","87.27","87.27","4363 days"
"Erika Diaz","1","132.58","132.58","4232 days"
"Jacob Taylor","2","3354.00","6708.00","4442 days"
"Jacob Taylor","2","3354.00","6708.00","4442 days"
"Erika Hernandez","2","3334.67","6669.34","4463 days"
"Erika Hernandez","2","3334.67","6669.34","4463 days"
"Jacob Anderson","2","3326.95","6653.89","4445 days"
"Jacob Anderson","2","3326.95","6653.89","4445 days"
"Jacob Thomas","2","3334.67","6669.34","4460 days"
"Jacob Thomas","2","3334.67","6669.34","4460 days"
"Erika Alvarez","2","3331.34","6662.67","4438 days"
"Erika Alvarez","2","3331.34","6662.67","4438 days"
"Jacob White","2","3397.64","6795.27","4457 days"
"Jacob White","2","3397.64","6795.27","4457 days"
"Jacob Harris","2","2916.79","5833.58","4519 days"
"Jacob Harris","2","2916.79","5833.58","4519 days"
"Orlando Hernandez","2","2936.12","5872.25","4503 days"
"Orlando Hernandez","2","2936.12","5872.25","4503 days"
"Erika Munoz","2","2932.80","5865.61","4491 days"
"Erika Munoz","2","2932.80","5865.61","4491 days"
"Erika Romero","2","2943.85","5887.69","4488 days"
"Erika Romero","2","2943.85","5887.69","4488 days"
"Erika Navarro","2","2960.15","5920.30","4483 days"
"Erika Navarro","2","2960.15","5920.30","4483 days"
"Erika Gutierrez","2","2946.62","5893.24","4466 days"
"Erika Gutierrez","2","2946.62","5893.24","4466 days"
"Jacob Martinez","2","2936.12","5872.25","4434 days"
"Jacob Martinez","2","2936.12","5872.25","4434 days"
"Jacob Robinson","2","18.38","36.75","4283 days"
"Jacob Robinson","2","18.38","36.75","4283 days"
"Erika Torres","2","32.74","65.48","4316 days"
"Erika Torres","2","32.74","65.48","4316 days"
"Jacob Clark","2","3348.43","6696.85","4441 days"
"Jacob Clark","2","3348.43","6696.85","4441 days"
"Erika Dominguez","2","67.82","135.65","4264 days"
"Erika Dominguez","2","67.82","135.65","4264 days"
"Jacob Rodriguez","2","3346.22","6692.44","4454 days"
"Jacob Rodriguez","2","3346.22","6692.44","4454 days"
"Jacob Lewis","2","3369.44","6738.89","4439 days"
"Jacob Lewis","2","3369.44","6738.89","4439 days"
"Erika Gill","2","3369.47","6738.93","4446 days"
"Erika Gill","2","3369.47","6738.93","4446 days"
"Jacob Lee","2","47.63","95.26","4147 days"
"Jacob Lee","2","47.63","95.26","4147 days"
"Jacob Walker","2","13.41","26.82","4282 days"
"Jacob Walker","2","13.41","26.82","4282 days"
"Erika Vazquez","2","131.09","262.17","4165 days"
"Erika Vazquez","2","131.09","262.17","4165 days"
"Michael Smith","2","13.41","26.82","4345 days"
"Michael Smith","2","13.41","26.82","4345 days"
"Orlando Ashe","2","68.49","136.98","4183 days"
"Orlando Ashe","2","68.49","136.98","4183 days"
"Erika Blanco","2","3326.95","6653.89","4461 days"
"Erika Blanco","2","3326.95","6653.89","4461 days"
"Michael Williams","2","48.18","96.37","4214 days"
"Michael Williams","2","48.18","96.37","4214 days"
"Erika Serrano","2","3334.67","6669.34","4443 days"
"Erika Serrano","2","3334.67","6669.34","4443 days"
"Michael Jones","2","49.16","98.31","4148 days"
"Michael Jones","2","49.16","98.31","4148 days"
"Michael Brown","2","47.66","95.33","4164 days"
"Michael Brown","2","47.66","95.33","4164 days"
"Michael Davis","2","2946.62","5893.24","4435 days"
"Michael Davis","2","2946.62","5893.24","4435 days"
"Erika Carlson","2","2946.62","5893.24","4444 days"
"Erika Carlson","2","2946.62","5893.24","4444 days"
"Michael Miller","2","2916.79","5833.58","4463 days"
"Michael Miller","2","2916.79","5833.58","4463 days"
"Erika Suarez","2","3346.22","6692.44","4458 days"
"Erika Suarez","2","3346.22","6692.44","4458 days"
"Michael Wilson","2","3339.64","6679.27","4437 days"
"Michael Wilson","2","3339.64","6679.27","4437 days"
"Erika Sanz","2","2936.12","5872.25","4459 days"
"Erika Sanz","2","2936.12","5872.25","4459 days"
"Erika Rubio","2","47.66","95.33","4166 days"
"Erika Rubio","2","47.66","95.33","4166 days"
"Michael Moore","2","31.33","62.66","4233 days"
"Michael Moore","2","31.33","62.66","4233 days"
"Erika Ortega","2","2946.62","5893.24","4453 days"
"Erika Ortega","2","2946.62","5893.24","4453 days"
"Michael Taylor","2","21.69","43.37","4153 days"
"Michael Taylor","2","21.69","43.37","4153 days"
"Natasha Martin","2","3344.87","6689.74","4443 days"
"Natasha Martin","2","3344.87","6689.74","4443 days"
"Michael Anderson","1","126.48","126.48","4130 days"
"Natasha Gomez","2","13.41","26.82","4420 days"
"Natasha Gomez","2","13.41","26.82","4420 days"
"Michael Thomas","2","13.41","26.82","4195 days"
"Michael Thomas","2","13.41","26.82","4195 days"
"Orlando Jiménez","2","3326.95","6653.89","4462 days"
"Orlando Jiménez","2","3326.95","6653.89","4462 days"
"Natasha Ruiz","2","3334.67","6669.34","4442 days"
"Natasha Ruiz","2","3334.67","6669.34","4442 days"
"Michael White","2","3326.95","6653.89","4446 days"
"Michael White","2","3326.95","6653.89","4446 days"
"Natasha Diaz","2","3364.50","6729.00","4441 days"
"Natasha Diaz","2","3364.50","6729.00","4441 days"
"Michael Harris","2","2967.89","5935.77","4446 days"
"Michael Harris","2","2967.89","5935.77","4446 days"
"Michael Martin","2","3346.28","6692.55","4452 days"
"Michael Martin","2","3346.28","6692.55","4452 days"
"Natasha Hernandez","1","66.82","66.82","4201 days"
"Natasha Alvarez","2","13.41","26.82","4146 days"
"Natasha Alvarez","2","13.41","26.82","4146 days"
"Michael Thompson","2","37.13","74.27","4220 days"
"Michael Thompson","2","37.13","74.27","4220 days"
"Michael Garcia","2","17.80","35.60","4165 days"
"Michael Garcia","2","17.80","35.60","4165 days"
"Natasha Munoz","2","43.24","86.48","4179 days"
"Natasha Munoz","2","43.24","86.48","4179 days"
"Michael Martinez","2","3389.64","6779.27","4457 days"
"Michael Martinez","2","3389.64","6779.27","4457 days"
"Michael Robinson","2","3364.50","6729.00","4446 days"
"Michael Robinson","2","3364.50","6729.00","4446 days"
"Natasha Alonso","1","66.82","66.82","4143 days"
"Natasha Romero","3","75.44","226.32","4129 days"
"Natasha Romero","3","75.44","226.32","4129 days"
"Natasha Romero","3","75.44","226.32","4129 days"
"Natasha Navarro","1","5.51","5.51","4250 days"
"Michael Clark","1","44.18","44.18","4476 days"
"Michael Rodriguez","1","132.58","132.58","4441 days"
"Natasha Gutierrez","1","137.00","137.00","4332 days"
"Michael Lewis","1","77.34","77.34","4452 days"
"Natasha Torres","2","48.05","96.09","4436 days"
"Natasha Torres","2","48.05","96.09","4436 days"
"Natasha Dominguez","2","70.95","141.89","4281 days"
"Natasha Dominguez","2","70.95","141.89","4281 days"
"Joshua Smith","1","87.27","87.27","4483 days"
"Natasha Gill","3","58.38","175.15","4376 days"
"Natasha Gill","3","58.38","175.15","4376 days"
"Natasha Gill","3","58.38","175.15","4376 days"
"Joshua Johnson","4","12583.44","50333.74","4121 days"
"Joshua Johnson","4","12583.44","50333.74","4121 days"
"Joshua Johnson","4","12583.44","50333.74","4121 days"
"Joshua Johnson","4","12583.44","50333.74","4121 days"
"Natasha Vazquez","1","60.75","60.75","4464 days"
"Natasha Blanco","1","15.45","15.45","4287 days"
"Joshua Williams","1","1950.28","1950.28","4201 days"
"Joshua Jones","2","68.49","136.98","4211 days"
"Joshua Jones","2","68.49","136.98","4211 days"
"Natasha Serrano","1","77.34","77.34","4321 days"
"Joshua Brown","1","132.58","132.58","4247 days"
"Joshua Davis","2","2625.89","5251.79","4171 days"
"Joshua Davis","2","2625.89","5251.79","4171 days"
"Natasha Ramos","2","2936.12","5872.25","4412 days"
"Natasha Ramos","2","2936.12","5872.25","4412 days"
"Joshua Miller","2","2936.12","5872.25","4404 days"
"Joshua Miller","2","2936.12","5872.25","4404 days"
"Natasha Carlson","2","2930.60","5861.20","4430 days"
"Natasha Carlson","2","2930.60","5861.20","4430 days"
"Joshua Wilson","1","104.40","104.40","4288 days"
"Natasha Suarez","1","77.34","77.34","4227 days"
"Kelvin Gao","1","87.27","87.27","4350 days"
"Orlando Muñoz","1","87.27","87.27","4383 days"
"Natasha Sanz","1","146.93","146.93","4131 days"
"Natasha Rubio","1","77.34","77.34","4489 days"
"Joshua Taylor","1","75.11","75.11","4371 days"
"Natasha Oliver","1","32.58","32.58","4449 days"
"Meghan Martin","1","44.18","44.18","4257 days"
"Joshua Anderson","1","5.51","5.51","4215 days"
"Meghan Ruiz","1","1944.77","1944.77","4214 days"
"Meghan Diaz","1","2610.31","2610.31","4162 days"
"Joshua Thomas","1","2649.69","2649.69","4170 days"
"Meghan Hernandez","1","2610.31","2610.31","4162 days"
"Meghan Alan","1","142.51","142.51","4234 days"
"Joshua Jackson","1","2597.81","2597.81","4190 days"
"Joshua White","1","132.58","132.58","4429 days"
"Meghan Jimenez","1","87.27","87.27","4262 days"
"Joshua Harris","1","2598.92","2598.92","4197 days"
"Orlando Alonso","1","2535.96","2535.96","4167 days"
"Meghan Moreno","1","1909.74","1909.74","4200 days"
"Meghan Munoz","1","77.34","77.34","4167 days"
"Joshua Martin","1","1961.89","1961.89","4194 days"
"Joshua Thompson","1","33.68","33.68","4194 days"
"Joshua Garcia","1","1918.26","1918.26","4216 days"
"Meghan Alonso","1","1324.86","1324.86","4394 days"
"Joshua Martinez","1","26.28","26.28","4240 days"
"Meghan Moyer","1","87.27","87.27","4136 days"
"Joshua Robinson","1","1909.74","1909.74","4218 days"
"Meghan Gutierrez","1","132.58","132.58","4428 days"
"Meghan Torres","1","1939.25","1939.25","4212 days"
"Joshua Clark","1","1988.43","1988.43","4219 days"
"Joshua Rodriguez","1","1981.78","1981.78","4192 days"
"Joshua Lewis","1","1934.83","1934.83","4182 days"
"Meghan Dominguez","1","2000.56","2000.56","4172 days"
"Joshua Lee","1","147.51","147.51","4130 days"
"Meghan Gill","1","1973.50","1973.50","4188 days"
"Joshua Walker","1","132.58","132.58","4436 days"
"Matthew Smith","1","2665.19","2665.19","4171 days"
"Meghan Vazquez","1","132.58","132.58","4431 days"
"Orlando Romero","1","147.51","147.51","4209 days"
"Meghan Blanco","2","55.78","111.56","4439 days"
"Meghan Blanco","2","55.78","111.56","4439 days"
"Matthew Johnson","2","102.73","205.46","4157 days"
"Matthew Johnson","2","102.73","205.46","4157 days"
"Meghan Serrano","1","142.51","142.51","4137 days"
"Mary Ramos","1","77.34","77.34","4331 days"
"Meghan Carlson","1","77.34","77.34","4259 days"
"Meghan Suarez","1","164.06","164.06","4463 days"
"Matthew Williams","1","2604.79","2604.79","4164 days"
"Matthew Jones","1","2562.78","2562.78","4168 days"
"Meghan Sanz","1","2591.18","2591.18","4183 days"
"Meghan Rowe","1","87.27","87.27","4333 days"
"Matthew Brown","2","50.81","101.63","4212 days"
"Matthew Brown","2","50.81","101.63","4212 days"
"Matthew Davis","1","132.58","132.58","4300 days"
"Meghan Ortega","1","104.40","104.40","4365 days"
"Matthew Miller","1","2646.44","2646.44","4189 days"
"Dana Martin","1","87.27","87.27","4270 days"
"Dana Gomez","2","91.95","183.91","4201 days"
"Dana Gomez","2","91.95","183.91","4201 days"
"Dana Ruiz","1","2574.63","2574.63","4161 days"
"Matthew Moore","1","132.58","132.58","4264 days"
"Dana Diaz","1","2602.25","2602.25","4185 days"
"Dana Alvarez","1","132.58","132.58","4201 days"
"Dana Jiménez","1","2673.50","2673.50","4162 days"
"Matthew Taylor","1","2580.15","2580.15","4176 days"
"Dana Moreno","1","87.27","87.27","4179 days"
"Matthew Anderson","1","132.58","132.58","4160 days"
"Matthew Thomas","1","87.27","87.27","4493 days"
"Dana Muñoz","1","142.51","142.51","4436 days"
"Dana Alonso","1","104.40","104.40","4366 days"
"Brandy Malhotra","1","2626.54","2626.54","4171 days"
"Matthew Jackson","1","2635.39","2635.39","4208 days"
"Matthew White","1","2535.96","2535.96","4189 days"
"Matthew Harris","1","1265.76","1265.76","4400 days"
"Brandy Sai","1","1276.81","1276.81","4392 days"
"Matthew Martin","1","77.34","77.34","4198 days"
"Orlando Gutierrez","1","137.00","137.00","4350 days"
"Brandy Arun","1","77.34","77.34","4410 days"
"Matthew Garcia","1","146.93","146.93","4154 days"
"Matthew Martinez","1","77.34","77.34","4291 days"
"Brandy Madan","1","2758.38","2758.38","4175 days"
"Matthew Robinson","1","2615.49","2615.49","4185 days"
"Brandy Srini","1","2625.98","2625.98","4183 days"
"Brandy Prasad","1","77.34","77.34","4176 days"
"Matthew Clark","2","148.21","296.42","4272 days"
"Matthew Clark","2","148.21","296.42","4272 days"
"Brandy Saunders","1","77.34","77.34","4406 days"
"Brandy Rana","1","1939.25","1939.25","4169 days"
"Brandy Raman","1","1276.81","1276.81","4383 days"
"Matthew Rodriguez","1","1918.26","1918.26","4165 days"
"Brandy Subram","1","1918.26","1918.26","4168 days"
"Brandy Mehta","1","2000.56","2000.56","4169 days"
"Orlando Torres","1","1276.81","1276.81","4353 days"
"Brandy Garcia","1","2646.44","2646.44","4182 days"
"Matthew Lee","1","147.51","147.51","4239 days"
"Matthew Walker","1","2601.69","2601.69","4184 days"
"Andrew Smith","1","2668.54","2668.54","4168 days"
"Brandy Fernandez","1","2576.80","2576.80","4183 days"
"Brandy Lopez","1","1966.31","1966.31","4176 days"
"Brandy Martinez","1","1879.59","1879.59","4176 days"
"Andrew Johnson","1","1934.83","1934.83","4185 days"
"Andrew Williams","1","1944.77","1944.77","4189 days"
"Andrew Jones","1","1918.26","1918.26","4188 days"
"Andrew Brown","1","77.34","77.34","4136 days"
"Brandy Gonzalez","2","48.05","96.09","4472 days"
"Brandy Gonzalez","2","48.05","96.09","4472 days"
"Andrew Davis","1","87.27","87.27","4229 days"
"Brandy Sanchez","1","142.51","142.51","4299 days"
"Brandy Perez","1","77.34","77.34","4307 days"
"Whitney Suri","2","63.51","127.02","4267 days"
"Whitney Suri","2","63.51","127.02","4267 days"
"Andrew Miller","1","2574.63","2574.63","4173 days"
"Whitney Kapoor","1","77.34","77.34","4394 days"
"Andrew Wilson","1","2642.00","2642.00","4187 days"
"Andrew Moore","1","77.34","77.34","4213 days"
"Orlando Dominguez","1","77.34","77.34","4235 days"
"Whitney Chandra","1","2607.78","2607.78","4165 days"
"Andrew Taylor","1","2566.12","2566.12","4192 days"
"Whitney Patel","2","48.05","96.09","4219 days"
"Whitney Patel","2","48.05","96.09","4219 days"
"Whitney Kovár","2","74.00","147.99","4229 days"
"Whitney Kovár","2","74.00","147.99","4229 days"
"Andrew Anderson","1","122.06","122.06","4482 days"
"Andrew Thomas","1","77.34","77.34","4253 days"
"Andrew Jackson","1","147.51","147.51","4161 days"
"Whitney Malhotra","1","137.00","137.00","4408 days"
"Andrew Wedge","1","87.27","87.27","4490 days"
"Tamer Salah","1","87.27","87.27","4324 days"
"Andrew Garcia","1","132.58","132.58","4157 days"
"Andrew Martinez","1","77.34","77.34","4203 days"
"Whitney Madan","1","77.34","77.34","4447 days"
"Andrew Robinson","1","2560.25","2560.25","4174 days"
"Whitney Srini","1","30.69","30.69","4465 days"
"Andrew Clark","1","82.85","82.85","4413 days"
"Whitney Prasad","1","41.21","41.21","4278 days"
"Andrew Rodriguez","1","82.85","82.85","4455 days"
"Orlando Gill","2","2275.34","4550.68","4507 days"
"Orlando Gill","2","2275.34","4550.68","4507 days"
"Whitney Sara","2","2283.06","4566.13","4501 days"
"Whitney Sara","2","2283.06","4566.13","4501 days"
"Andrew Lewis","1","38.68","38.68","4356 days"
"Whitney Rana","2","2312.89","4625.78","4499 days"
"Whitney Rana","2","2312.89","4625.78","4499 days"
"Andrew Lee","2","2289.42","4578.83","4511 days"
"Andrew Lee","2","2289.42","4578.83","4511 days"
"Whitney Raman","1","671.80","671.80","4262 days"
"Whitney Subram","1","2670.16","2670.16","4168 days"
"Andrew Walker","2","2330.01","4660.03","4524 days"
"Andrew Walker","2","2330.01","4660.03","4524 days"
"Joseph Smith","2","2302.39","4604.79","4507 days"
"Joseph Smith","2","2302.39","4604.79","4507 days"
"Whitney Mehta","2","3365.05","6730.10","4452 days"
"Whitney Mehta","2","3365.05","6730.10","4452 days"
"Joseph Johnson","2","3334.67","6669.34","4434 days"
"Joseph Johnson","2","3334.67","6669.34","4434 days"
